1 1.000000
2 0.964384
4 1.294273
6 0.772952
8 1.619327
10 2.393096
12 1.893917
14 2.498381
16 1.681399
18 1.672213
20 1.564872
22 2.305131
24 3.029105
26 3.342247
28 3.264759
30 2.863950
32 1.830108
34 2.759178
36 3.473436
38 3.393850
40 3.265786
42 3.804866
44 3.594812
46 3.788607
48 3.992950
50 5.641642
52 4.876667
54 4.495506
56 5.969866
58 3.534799
60 5.107156
62 5.095672
64 5.389898
66 6.768966
68 5.727403
70 4.496294
72 8.072990
74 6.019940
76 6.364429
78 6.570036
80 6.432519
82 6.702156
84 7.092299
86 7.132633
88 9.334872
90 7.229563
92 7.801501
94 8.155100
96 5.699403
98 9.883566
100 8.434338
102 8.470521
104 8.699917
106 8.652052
108 6.223214
110 8.891097
112 10.901097
114 9.946071
116 10.047734
118 9.671737
120 7.157843
122 10.117753
124 11.342713
126 9.750357
128 9.858238
130 9.484999
132 10.446320
134 7.933602
136 10.341082
138 10.492450
140 8.765099
142 8.992859
144 11.807644
146 10.276264
148 13.856524
150 8.841339
152 9.043663
154 9.003347
156 9.969197
158 10.126987
160 12.688452
162 9.788858
164 9.081074
166 9.232007
168 9.742367
170 12.270265
172 10.976672
174 9.637867
176 9.486586
178 9.955360
180 8.511324
182 11.354493
184 14.464845
186 11.137949
188 9.434897
190 10.305353
192 9.466868
194 10.487489
196 20.976835
198 11.310258
200 9.858318
202 10.694452
204 10.145965
206 11.340206
208 11.159621
210 14.349930
212 12.941775
214 10.866735
216 11.626240
218 11.550614
220 11.963345
222 15.678272
224 12.726676
226 11.419801
228 11.186576
230 11.630399
232 11.879034
234 15.937413
236 12.730474
238 12.156290
240 12.385599
242 6.597390
244 6.953953
246 7.524206
248 6.999602
250 7.012531
252 5.988455
254 6.695096
256 5.991594
258 7.299144
260 7.647721
262 6.839694
264 6.141611
266 5.965159
268 6.250311
270 6.607930
272 6.914519
274 6.842749
276 6.159324
278 5.915355
280 6.103515
282 6.037611
284 7.067578
286 6.646525
288 6.350110
290 6.948517
292 6.617064
294 6.209203
296 7.433136
298 7.431221
300 6.982166
302 6.448498
304 5.973178
306 7.144061
308 6.298357
310 6.841585
312 7.342970
314 6.571267
316 5.439957
318 6.221573
320 6.488421
322 7.092939
324 7.644256
326 6.209963
328 5.732563
330 6.278086
332 6.754895
334 6.515252
336 8.039366
338 6.476383
340 6.492876
342 6.515894
344 5.877662
346 7.832901
348 7.872013
350 7.015755
352 6.036367
354 6.523174
356 6.807459
358 6.562494
360 7.528358
362 7.078063
364 6.382033
366 6.354129
368 6.719893
370 6.727903
372 6.708345
374 6.677888
376 6.672102
378 6.104604
380 5.687133
382 6.226688
384 6.279662
386 6.879960
388 7.270243
390 6.533233
392 5.661618
394 6.329293
396 6.445643
398 6.267826
400 7.593796
402 6.712335
404 5.766472
406 6.671130
408 6.186018
410 6.318589
412 7.324235
414 6.979619
416 6.084911
418 6.377860
420 6.916495
422 6.720362
424 7.171639
426 6.782169
428 6.488783
430 6.557784
432 6.200145
434 6.787415
436 6.231178
438 6.695629
440 6.730893
442 5.917050
444 5.926158
446 6.030218
448 6.148436
450 6.596610
452 6.099535
454 6.333206
456 5.989752
458 6.139988
460 6.650412
462 6.619721
464 6.685750
466 6.104359
468 5.923239
470 6.152054
472 6.081438
474 6.648466
476 7.044981
478 6.567900
480 5.939388
482 6.356206
484 6.410926
486 6.033102
488 6.316973
490 6.462214
492 5.683814
494 6.079723
496 6.320590
498 6.083668
