1 1.000000
2 0.781850
4 1.787827
6 1.543756
8 1.594050
10 1.471389
12 1.537797
14 1.535449
16 1.569423
18 1.598916
20 1.807468
22 1.964497
24 1.298864
26 2.033052
28 2.109787
30 2.212041
32 2.370692
34 2.372240
36 2.532471
38 2.482434
40 2.588965
42 2.344864
44 2.448015
46 2.426891
48 2.574955
50 3.033750
52 2.714083
54 2.836109
56 2.745475
58 3.159483
60 2.366642
62 2.123120
64 2.892321
66 2.944407
68 3.521816
70 3.103826
72 3.027462
74 3.001464
76 2.675370
78 2.511388
80 2.957364
82 4.667046
84 2.874957
86 2.420328
88 2.755109
90 2.993357
92 2.275579
94 3.331277
96 4.309323
98 3.583866
100 3.353979
102 3.181035
104 2.719306
106 2.855166
108 4.830301
110 2.816737
112 2.979249
114 3.466745
116 4.108129
118 2.878345
120 3.234523
122 3.990067
124 3.721165
126 4.640193
128 5.022539
130 4.719540
132 3.453763
134 3.657899
136 2.998620
138 3.260040
140 3.727089
142 3.194120
144 4.338219
146 3.610888
148 3.183653
150 4.718260
152 4.781426
154 4.587393
156 4.826982
158 4.221047
160 4.038753
162 4.124568
164 3.763986
166 4.105133
168 3.884920
170 3.619248
172 4.660781
174 4.263919
176 4.214263
178 3.833248
180 3.848818
182 3.552438
184 4.384651
186 4.273430
188 4.705553
190 4.906924
192 4.549127
194 3.865661
196 3.703475
198 4.446438
200 4.461445
202 4.964443
204 4.297245
206 4.909522
208 4.808584
210 4.465519
212 5.082883
214 4.961435
216 5.295835
218 4.894556
220 3.354281
222 3.742586
224 3.820780
226 4.954036
228 3.898498
230 3.777297
232 3.613540
234 4.716390
236 4.731623
238 4.431308
240 3.961432
242 3.510988
244 3.881414
246 3.752853
248 3.798862
250 4.297999
252 3.397862
254 4.539259
256 5.549468
258 4.888885
260 5.232280
262 3.471356
264 3.804353
266 3.600737
268 4.424762
270 3.624591
272 3.398755
274 3.678693
276 3.864549
278 3.613259
280 3.824457
282 4.325796
284 5.309730
286 4.633907
288 3.564008
290 3.577105
292 4.366257
294 4.279774
296 3.915508
298 4.120143
300 4.074353
302 3.748578
304 4.342623
306 3.608825
308 3.584562
310 4.026621
312 3.894885
314 4.253747
316 3.676813
318 3.718413
320 3.370609
322 3.863233
324 4.095535
326 3.607496
328 3.985785
330 4.408459
332 3.903155
334 3.519850
336 3.502701
338 4.546807
340 3.961038
342 4.516129
344 3.969913
346 4.258584
348 3.977434
350 3.545666
352 3.870776
354 4.075105
356 3.375862
358 3.870800
360 4.057099
362 4.227369
364 3.458083
366 3.465788
368 3.299603
370 3.351260
372 4.469851
374 3.574723
376 4.342355
378 3.387890
380 3.550096
382 3.755198
384 3.128236
386 3.587718
388 3.117409
390 3.318872
392 4.087242
394 3.613297
396 4.181719
398 4.200319
400 3.951093
402 4.180137
404 3.544042
406 3.647889
408 3.402738
410 4.443086
412 3.430581
414 4.106735
416 3.130212
418 3.016398
420 3.142199
422 3.983806
424 3.215276
426 3.012514
428 3.941818
430 3.250840
432 3.911239
434 3.328246
436 3.002980
438 3.285113
440 4.188694
442 3.241883
444 4.091714
446 4.330653
448 3.796629
450 3.696688
452 3.351389
454 3.689554
456 3.820756
458 3.339993
460 3.774850
462 2.761994
464 3.171326
466 3.134668
468 3.436994
470 3.930588
472 3.743918
474 3.244180
476 2.987141
478 2.875873
480 3.366881
482 3.240122
484 3.496112
486 2.858076
488 3.667898
490 3.945188
492 2.945652
494 2.810867
496 3.440694
498 3.549263
