1 5.534873
2 7.079205
4 3.095866
6 3.585328
8 3.472209
10 3.761666
12 3.599221
14 3.604725
16 3.526692
18 3.461641
20 3.062225
22 2.817451
24 4.261319
26 2.722445
28 2.623427
30 2.502157
32 2.334708
34 2.333184
36 2.185562
38 2.229615
40 2.137871
42 2.360424
44 2.260964
46 2.280643
48 2.149503
50 1.824433
52 2.039316
54 1.951573
56 2.015998
58 1.751829
60 2.338703
62 2.606953
64 1.913644
66 1.879792
68 1.571596
70 1.783242
72 1.828222
74 1.844058
76 2.068825
78 2.203910
80 1.871556
82 1.185948
84 1.925202
86 2.286828
88 2.008949
90 1.849052
92 2.432292
94 1.661487
96 1.284395
98 1.544386
100 1.650241
102 1.739960
104 2.035399
106 1.938547
108 1.145865
110 1.964995
112 1.857808
114 1.596562
116 1.347298
118 1.922936
120 1.711187
122 1.387163
124 1.487403
126 1.192811
128 1.102007
130 1.172757
132 1.602563
134 1.513129
136 1.845807
138 1.697793
140 1.485039
142 1.732832
144 1.275840
146 1.532829
148 1.738529
150 1.173075
152 1.157578
154 1.206540
156 1.146653
158 1.311256
160 1.370441
162 1.341928
164 1.470482
166 1.348281
168 1.424707
170 1.529288
172 1.187542
174 1.298072
176 1.313367
178 1.443912
180 1.438071
182 1.558049
184 1.262329
186 1.295183
188 1.176243
190 1.127972
192 1.216689
194 1.431805
196 1.494508
198 1.244788
200 1.240601
202 1.114903
204 1.288005
206 1.127375
208 1.151040
210 1.239469
212 1.088924
214 1.115579
216 1.045137
218 1.130822
220 1.650092
222 1.478890
224 1.448624
226 1.117245
228 1.419745
230 1.465300
232 1.531704
234 1.173540
236 1.169762
238 1.249038
240 1.397190
242 1.576443
244 1.425994
246 1.474844
248 1.456982
250 1.287779
252 1.628928
254 1.219334
256 0.997370
258 1.132134
260 1.057832
262 1.594441
264 1.454879
266 1.537150
268 1.250886
270 1.527034
272 1.628500
274 1.504576
276 1.432217
278 1.531823
280 1.447231
282 1.279504
284 1.042402
286 1.194429
288 1.552991
290 1.547305
292 1.267647
294 1.293263
296 1.413577
298 1.343369
300 1.358467
302 1.476526
304 1.274546
306 1.533705
308 1.544086
310 1.374570
312 1.421062
314 1.301176
316 1.505345
318 1.488504
320 1.642099
322 1.432705
324 1.351441
326 1.534270
328 1.388653
330 1.255512
332 1.418051
334 1.572474
336 1.580173
338 1.217310
340 1.397329
342 1.225579
344 1.394205
346 1.299698
348 1.391569
350 1.561025
352 1.429913
354 1.358216
356 1.639544
358 1.429904
360 1.364244
362 1.309295
364 1.600561
366 1.597003
368 1.677436
370 1.651580
372 1.238268
374 1.548336
376 1.274625
378 1.633723
380 1.559077
382 1.473923
384 1.769327
386 1.542728
388 1.775472
390 1.667697
392 1.354183
394 1.531807
396 1.323588
398 1.317727
400 1.400846
402 1.324089
404 1.561740
406 1.517281
408 1.626594
410 1.245727
412 1.613392
414 1.347755
416 1.768210
418 1.834928
420 1.761465
422 1.389343
424 1.721430
426 1.837294
428 1.404142
430 1.702598
432 1.415120
434 1.663000
436 1.843127
438 1.684835
440 1.321384
442 1.707302
444 1.352703
446 1.278069
448 1.457839
450 1.497252
452 1.651516
454 1.500147
456 1.448633
458 1.657151
460 1.466250
462 2.003941
464 1.745287
466 1.765697
468 1.610382
470 1.408154
472 1.478364
474 1.706093
476 1.852900
478 1.924589
480 1.643917
482 1.708230
484 1.583151
486 1.936573
488 1.509004
490 1.402943
492 1.878998
494 1.969098
496 1.608650
498 1.559443
